,date,dn,dn1,day,month,year,hour,minute,zenith_angle,radius_vec,equ_time,declination,rawpar,modpar,corrpar
8,2017-09-19 06:10:00+10:00,262,0,19,9,2017,6,10,87.77628497366663,0.9907918909504366,0.10246988448135426,0.029182159688363758,16.4963,28.271399680687296,16.325731557260003
9,2017-09-19 06:20:00+10:00,262,0,19,9,2017,6,20,85.41322796387217,0.9907918909504366,0.10246988448135426,0.029182159688363758,43.6656,77.30742887435075,43.214106429119994
10,2017-09-19 06:30:00+10:00,262,0,19,9,2017,6,30,83.05214186305756,0.9907918909504366,0.10246988448135426,0.029182159688363758,87.9211,136.433738176384,87.01201341021999
11,2017-09-19 06:40:00+10:00,262,0,19,9,2017,6,40,80.69354094282522,0.9907918909504366,0.10246988448135426,0.029182159688363758,120.647,203.94139134554447,119.3995341494
12,2017-09-19 06:50:00+10:00,262,0,19,9,2017,6,50,78.33796821955416,0.9907918909504366,0.10246988448135426,0.029182159688363758,153.628,278.2109463459388,152.0395172056
13,2017-09-19 07:00:00+10:00,262,0,19,9,2017,7,0,75.98600347609953,0.9907918909504366,0.10246988448135426,0.029182159688363758,190.048,357.73123192164263,188.0829416896
14,2017-09-19 07:10:00+10:00,262,0,19,9,2017,7,10,73.6382722445165,0.9907918909504366,0.10246988448135426,0.029182159688363758,152.779,441.1135554951172,151.1992956958
15,2017-09-19 07:20:00+10:00,262,0,19,9,2017,7,20,71.29545603046289,0.9907918909504366,0.10246988448135426,0.029182159688363758,209.516,527.1013842412109,207.3496464632
16,2017-09-19 07:30:00+10:00,262,0,19,9,2017,7,30,68.95830411521938,0.9907918909504366,0.10246988448135426,0.029182159688363758,250.279,614.5756640431508,247.69116519579998
17,2017-09-19 07:40:00+10:00,262,0,19,9,2017,7,40,66.62764734381216,0.9907918909504366,0.10246988448135426,0.029182159688363758,271.308,702.5560521793097,268.5027295416
18,2017-09-19 07:50:00+10:00,262,0,19,9,2017,7,50,64.3044144020803,0.9907918909504366,0.10246988448135426,0.029182159688363758,305.085,790.198436211969,301.930482117
19,2017-09-19 08:00:00+10:00,262,0,19,9,2017,8,0,61.98965120770763,0.9907918909504366,0.10246988448135426,0.029182159688363758,380.724,876.789191379463,376.7873899848
20,2017-09-19 08:10:00+10:00,262,0,19,9,2017,8,10,59.68454419809798,0.9907918909504366,0.10246988448135426,0.029182159688363758,356.187,961.7366901495901,352.5040976574
21,2017-09-19 08:20:00+10:00,262,0,19,9,2017,8,20,57.390448501672445,0.9907918909504366,0.10246988448135426,0.029182159688363758,244.306,1044.5606194228287,241.7799248212
22,2017-09-19 08:30:00+10:00,262,0,19,9,2017,8,30,55.10892224169229,0.9907918909504366,0.10246988448135426,0.029182159688363758,257.161,1124.8796827709252,254.5020066922
23,2017-09-19 08:40:00+10:00,262,0,19,9,2017,8,40,52.841768559282265,0.9907918909504366,0.10246988448135426,0.029182159688363758,282.783,1202.3982672946577,279.8590803366
24,2017-09-19 08:50:00+10:00,262,0,19,9,2017,8,50,50.591087374590096,0.9907918909504366,0.10246988448135426,0.029182159688363758,375.366,1276.892638036283,371.48479063319996
25,2017-09-19 09:00:00+10:00,262,0,19,9,2017,9,0,48.35933945439671,0.9907918909504366,0.10246988448135426,0.029182159688363758,550.14,1348.1971888159558,544.451662428
26,2017-09-19 09:10:00+10:00,262,0,19,9,2017,9,10,46.149426043847534,0.9907918909504366,0.10246988448135426,0.029182159688363758,658.369,1416.1912288212607,651.5615962138
27,2017-09-19 09:20:00+10:00,262,0,19,9,2017,9,20,43.96478816653496,0.9907918909504366,0.10246988448135426,0.029182159688363758,636.546,1480.7867216496259,629.9642416692001
28,2017-09-19 09:30:00+10:00,262,0,19,9,2017,9,30,41.80953069911283,0.9907918909504366,0.10246988448135426,0.029182159688363758,802.107,1541.917320522104,793.8133740413999
29,2017-09-19 09:40:00+10:00,262,0,19,9,2017,9,40,39.68857743556853,0.9907918909504366,0.10246988448135426,0.029182159688363758,829.235,1599.5289630460363,820.660875947
30,2017-09-19 09:50:00+10:00,262,0,19,9,2017,9,50,37.60786442350662,0.9907918909504366,0.10246988448135426,0.029182159688363758,954.816,1653.5722043461546,944.9433935232
31,2017-09-19 10:00:00+10:00,262,0,19,9,2017,10,0,35.57457953106765,0.9907918909504366,0.10246988448135426,0.029182159688363758,918.734,1703.9963817945961,909.2344741868001
32,2017-09-19 10:10:00+10:00,262,0,19,9,2017,10,10,33.597455760781834,0.9907918909504366,0.10246988448135426,0.029182159688363758,820.544,1750.745621071878,812.0597391488
33,2017-09-19 10:20:00+10:00,262,0,19,9,2017,10,20,31.687122864979834,0.9907918909504366,0.10246988448135426,0.029182159688363758,896.758,1793.7566148373724,887.4857016316
34,2017-09-19 10:30:00+10:00,262,0,19,9,2017,10,30,29.85651382670845,0.9907918909504366,0.10246988448135426,0.029182159688363758,1039.83,1832.9580345693678,1029.078365766
35,2017-09-19 10:40:00+10:00,262,0,19,9,2017,10,40,28.121305627628086,0.9907918909504366,0.10246988448135426,0.029182159688363758,953.653,1868.271375491631,943.7924187106
